VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2019,Multimodal Analysis of Video Collections: Visual Exploration of Presentation Techniques in TED Talks,https://doi.org/10.1109/TVCG.2018.2889081,system paper,CONF,,,,Aoyu Wu and Huamin Qu,in scope,agnostic,image/video analysis,,no,,unique window,6,,,,1,7,,3,1,,,4,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig. 5,
,VIS,2019,Supporting Story Synthesis: Bridging the Gap between Visual Analytics and Storytelling,https://doi.org/10.1109/TVCG.2018.2889054,system paper,CONF,,,,"Siming Chen, Jie Li, Gennady Andrienko, Natalia Andrienko, Yun Wang, Phong H. Nguyen, and Cagatay Turkay",in scope,storytelling,,,no,,unique window,5,,,,1,6,,4,1,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 6,
,VIS,2019,Multiscale Visual Drilldown for the Analysis of Large Ensembles of Multi-Body Protein Complexes,https://doi.org/10.1109/TVCG.2019.2934333,system paper,CONF,,,,"Katarína Furmanova, Adam Jurčík, Barbora Kozlíkova, Helwig Hauser, and Jan Byška",in scope,biology,,,no,,unique window,22,2,,,,24,,2,,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2019,PUMA-V: Optimizing Parallel Code Performance Through Interactive Visualization,https://doi.org/10.1109/MCG.2018.2877113,system paper,CONF,,,,"Eric Papenhausen, M. Harper  Langston, Benoit Meister, Richard A. Lethin, Klaus Mueller",in scope,agnostic,software visualization,,no,,unique window,,,,,,0,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2019,Influence Flowers of Academic Entities,https://doi.org/10.1109/VAST47406.2019.8986934,system paper,CONF,,,,"Minjeong Shin, Alexander Soen, Benjamin T. Readshaw, Stephen M. Blackburn, Mitchell Whitelaw, Lexing Xie",in scope,,,,no,,unique window,5,,,2,,7,,1,,,,1,unified,list,default,yes,no,medium,yes,yes,simple,bar chart,,temporal,,drag,,none,no,,,no,,,28%,Fig. 6,
,VIS,2019,ScatterNet: A Deep Subjective Similarity Model for Visual Analysis of Scatterplots,https://doi.org/10.1109/TVCG.2018.2875702,system paper,CONF,,,,"Yuxin Ma, Anthony K. H. Tung, Wei Wang, Xiang Gao, Zhigeng Pan, Wei Chen",in scope,agnostic,deep learning,,no,,unique window,1,,,,,1,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 13,
,VIS,2019,Exploranative Code Quality Documents,https://doi.org/10.1109/TVCG.2019.2934669,system paper,CONF,,,,"Haris Mumtaz, Shahid Latif, Fabian Beck, and Daniel Weiskopf",in scope,agnostic,text/document analysis,,no,,unique window,2,,,,,2,,5,,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 1,
TVCG,,2019,StreamStory: Exploring Multivariate Time Series on Multiple Scales,https://doi.org/10.1109/TVCG.2018.2825424,system paper,JOUR,,,,"Luka Stopar, Primoz Skraba, Marko Grobelnik, and Dunja Mladenic",in scope,agnostic,time-series,,no,,unique window,1,1,,,,2,,1,,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,"Fig. 1, 14",
TVCG,,2019,DeepVID: Deep Visual Interpretation and Diagnosis for Image Classifiers via Knowledge Distillation,https://doi.org/10.1109/TVCG.2019.2903943,system paper,JOUR,,,,"Junpeng Wang, Liang Gou, Wei Zhang, Hao Yang, and Han-Wei Shen",in scope,agnostic,deep learning,,no,,unique window,8,,,,,8,,4,2,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
TVCG,,2019,Visual Exploration of Neural Document Embedding in Information Retrieval: Semantics and Feature Selection,https://doi.org/10.1109/TVCG.2019.2903946,system paper,JOUR,,,,"Xiaonan Ji, Han-Wei Shen, Alan Ritter, Raghu Machiraju, and Po-Yin Yen",in scope,,,,no,,unique window,16,,,,2,18,,2,,,,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 3,
TVCG,,2019,Context-Aware Asset Search for Graphic Design,https://doi.org/10.1109/TVCG.2018.2842734,system paper,JOUR,,,,"Balazs Kovacs, Peter O’Donovan, Kavita Bala and Aaron Hertzmann",in scope,,,,no,,unique window,1,,,,1,2,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
TVCG,,2019,Exploratory Visual Sequence Mining Based on Pattern-Growth,https://doi.org/10.1109/TVCG.2018.2848247,system paper,JOUR,,,,Katerina Vrotsou and Aida Nordman,in scope,agnostic,,,no,,unique window,11,,,,,11,,2,2,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,"Fig. 1, 5",
TVCG,,2019,Understanding User Behaviour through Action Sequences: From the Usual to the Unusual,https://doi.org/10.1109/TVCG.2018.2859969,system paper,JOUR,,,,"Phong H. Nguyen, Cagatay Turkay, Gennady Andrienko, Natalia Andrienko, Olivier Thonnard, and Jihane Zouaoui",in scope,user behaviour,,,no,,unique window,10,,,,,10,,2,,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig. 2,
TVCG,,2019,Model-Guided 3D Sketching,https://doi.org/10.1109/TVCG.2018.2860016,system paper,JOUR,,,,"Pengfei Xu, Hongbo Fu, Youyi Zheng, Karan Singh, Hui Huang, and Chiew-Lan Tai",in scope,agnostic,3D modeling,,no,,unique window,,,,,,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 3,
,VIS,2018,TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis,https://doi.org/10.1109/TVCG.2018.2865018,system paper,CONF,,,,"Dongyu Liu, Panpan Xu, and Liu Ren",in scope,agnostic,,,no,,unique window,5,,,,,5,,2,,,,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2018,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,https://doi.org/10.1109/TVCG.2018.2864503,system paper,CONF,,,,"Zhiguang Zhou, Linhao Meng, Cheng Tang, Ying Zhao, Zhiyong Guo, Miaoxin Hu and Wei Chen",in scope,,,,no,,unique window,6,3,,,,9,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2018,SRVis: Towards Better Spatial Integration in Ranking Visualization,https://doi.org/10.1109/TVCG.2018.2865126,system paper,CONF,,,,"Di Weng, Ran Chen, Zikun Deng, Feiran Wu, Jingmin Chen, and Yingcai Wu",in scope,agnostic,ranking,,no,,unique window,,,,5,,5,,3,2,,,5,unified,absent,default,yes,no,medium,yes,yes,simple,slider,,data distribution,,drag,,none,no,,,no,,,15%,Fig. 1,
,VIS,2018,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,https://doi.org/10.1109/TVCG.2018.2865042,system paper,CONF,,,,"Prithiviraj K. Muthumanickam, Katerina Vrotsou, Aida Nordman, Jimmy Johansson and Matthew Cooper",in scope,agnostic,,,no,,multi windows,14,4,,,,18,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,50%,Fig. 9,
,VIS,2018,Lineage: Visualizing Multivariate Clinical Data in Genealogy Graphs,https://doi.org/10.1109/TVCG.2018.2811488,system paper,CONF,,,,"Carolina Nobre, Nils Gehlenborg, Hilary Coon and Alexander Lex",in scope,biology,,,no,,unique window,3,,,,,3,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,DEMO: https://lineage.caleydoapp.org/
,VIS,2018,IDMVis: Temporal Event Sequence Visualization for Type 1 Diabetes Treatment Decision Support,https://doi.org/10.1109/TVCG.2018.2865076,system paper,CONF,,,,"Yixuan Zhang, Kartik Chanana, and Cody Dunne",in scope,healthcare,,,no,,unique window,5,,,,,5,,1,,,,1,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2018,Visualizing a Thinker’s Life,https://doi.org/10.1109/TVCG.2018.2824822,system paper,CONF,,,,"Patrick Riehmann, Dora Kiesel, Martin Kohlhaas, and Bernd Froehlich",in scope,agnostic,text/document analysis,,no,,unique window,,,,,,0,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2018,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,https://doi.org/10.1109/TVCG.2018.2865145,system paper,CONF,,,,"Arjun Srinivasan, Steven M. Drucker, Alex Endert, and John Stasko",in scope,agnostic,nlp,,no,,unique window,9,,,,1,10,,2,,,,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 4,
,VIS,2018,Animation Plans for Before-and-After Satellite Images,https://doi.org/10.1109/TVCG.2018.2796557,system paper,CONF,,,,"María-Jesús Lobo, Caroline Appert , and Emmanuel Pietriga",in scope,,,,no,,unique window,4,,,,,4,,,2,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 11,
,VIS,2018,Shadow Accrual Maps: Efficient Accumulation of City-Scale Shadows Over Time,https://doi.org/10.1109/TVCG.2018.2802945,system paper,CONF,,,,"Fabio Miranda, Harish Doraiswamy, Marcos Lage, Luc Wilson, Mondrian Hsieh, and Claudio T. Silva",in scope,urban,,,no,,unique window,5,3,,,,8,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 8,
,VIS,2018,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading,https://doi.org/10.1109/TVCG.2018.2865119,system paper,CONF,,,,"Sriram Karthik Badam, Zhicheng Liu, and Niklas Elmqvist",in scope,agnostic,text/document analysis,,no,,unique window,6,,,,1,7,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 1, 6",
,VIS,2018,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach,https://doi.org/10.1109/VAST.2018.8802486,system paper,CONF,,,,"Michael Blumenschein, Michael Behrisch, Stefanie Schmid, Simon Butscher, Deborah R. Wahl, Karoline Villinger, Britta Renner, Harald Reiterer, and Daniel A. Keim",in scope,agnostic,high dim. data,,no,,unique window,,,,,,0,,2,3,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,slide ,"filter table, paper speciale, slide: https://smartexplore.dbvis.de/"
,VIS,2018,QuFlow: Visualizing Parameter Flow in Quantum Circuits for Understanding Quantum Computation,https://doi.org/10.1109/SciVis.2018.8823602,system paper,CONF,,,,"Siyuan Lin, Jiang Hao, Lingyun Sun",in scope,agnostic,quantum computing,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2018,An Interactive Framework for Visualization of Weather Forecast Ensembles,https://doi.org/10.1109/TVCG.2018.2864815,system paper,CONF,,,,Bo Ma and Alireza Entezari,in scope,environmental,,,no,,unique window,5,1,,,,6,,4,,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,video in supplemental materials
,VIS,2018,A Visual Analytics Framework for Identifying Topic Drivers in Media Events,https://doi.org/10.1109/TVCG.2017.2752166,system paper,CONF,,,,"Yafeng Lu, Hong Wang, Steven Landis, and Ross Maciejewski",in scope,social media,,,no,,unique window,4,1,,,,5,,3,2,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2018,Doccurate: A Curation-Based Approach for Clinical Text Visualization,https://doi.org/10.1109/TVCG.2018.2864905,system paper,CONF,,,,"Nicole Sultanum, Devin Singh, Michael Brudno, and Fanny Chevalier",in scope,healthcare,,,no,,unique window,3,,,,2,5,,3,1,,,4,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 2,
,VIS,2018,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,https://doi.org/10.1109/TVCG.2018.2865021,system paper,CONF,,,,"Xumeng Wang, Wei Chen, Jia-Kai Chou, Chris Bryan, Huihua Guan, Wenlong Chen, Rusheng Pan and Kwan-Liu Ma",in scope,agnostic,,,no,,unique window,4,,,,,4,,4,1,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2018,Dynamic Volume Lines: Visual Comparison of 3D Volumes through Space-filling Curves,https://doi.org/10.1109/TVCG.2018.2864510,system paper,CONF,,,,"Johannes Weissenböck, Bernhard Fröhler, Eduard Gröller, Johann Kastner and Christoph Heinzl",in scope,agnostic,,,no,,unique window,,,,,,0,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2018,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs,https://doi.org/10.1109/TVCG.2018.2865232,system paper,CONF,,,,"Qianwen Wang, Zhen Li, Siwei Fu, Weiwei Cui, Huamin Qu",in scope,,,,no,,multi windows,5,,,,,5,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,"Fig. 5, 6",InfoVis 2018: Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs on Vimeo
,VIS,2018,Vulnus: Visual Vulnerability Analysis for Network Security,https://doi.org/10.1109/TVCG.2018.2865028,system paper,CONF,,,,"Marco Angelini, Graziano Blasilli, Tiziana Catarci, Simone Lenti, and Giuseppe Santucci",in scope,cibersecurity and privacy,,,no,,unique window,7,,,6,,13,,1,,,,1,unified,absent,customizable,yes,no,high,yes,yes,complex,fixed interval selectors,,data distribution,,click,,none,no,,,no,,,30%,Fig. 1,DEMO: http://151.100.59.83:11768/vulnus/prototype/
,VIS,2018,Precision Risk Analysis of Cancer Therapy with Interactive Nomograms and Survival Plots,https://doi.org/10.1109/TVCG.2018.2817557,system paper,CONF,,,,"G. Elisabeta Marai, Chihua Ma, Andrew Thomas Burks, Filippo Pellolio, Guadalupe Canahuate, David M. Vock , Abdallah S. R. Mohamed, and Clifton David Fuller",in scope,healthcare,,,no,,unique window,5,,,1,,6,,2,1,,,3,distributed,absent,absent,yes,no,medium,yes,yes,simple,slider,,distribution,,drag,,none,no,,,no,,,15%,Fig. 1,
,VIS,2018,A Declarative Grammar of Flexible Volume Visualization Pipelines,https://doi.org/10.1109/TVCG.2018.2864841,system paper,CONF,,,,"Min Shih, Charles Rozhon, and Kwan-Liu Ma",in scope,agnostic,volume rendering,,no,,unique window,5,5,,,,10,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 2,
,VIS,2018,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach",https://doi.org/10.1109/TVCG.2018.2865151,system paper,CONF,,,,"Timothy Major, Rahul C. Basole",in scope,agnostic,graph/network analysis,,no,,unique window,16,,,12,1,29,,5,,,,5,unified,absent,absent,yes,no,medium,yes,yes,simple,slider,,data distribution,,brush,,none,no,,,no,,,27%,Fig. 1,"InfoVis 2018: Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach on Vimeo"
,VIS,2018,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,https://doi.org/10.1109/TVCG.2018.2865139,system paper,CONF,,,,"Wei Chen, Fangzhou Guo, Dongming Han, Jacheng Pan, Xiaotao Nie, Jiazhi Xia, and Xiaolong Zhang",in scope,agnostic,graph/network analysis,,no,,unique window,1,4,,,,5,,3,3,,,6,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2018,Juniper: A Tree+Table Approach to Multivariate Graph Visualization,https://doi.org/10.1109/TVCG.2018.2865149,system paper,CONF,,,,"Carolina Nobre, Marc Streit, and Alexander Lex",in scope,agnostic,graph/network analysis,,no,,unique window,8,,,,1,9,,1,1,,,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,
,VIS,2018,VUSphere: Visual Analysis of Video Utilization in Online Distance Education,https://doi.org/10.1109/VAST.2018.8802383,system paper,CONF,,,,"Huan He, Qinghua Zheng and Bo Dong",in scope,,,,no,,unique window,,,,,,0,,5,3,,,8,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2018,Name Profiler Toolkit,https://doi.org/10.1109/MCG.2017.3621224,system paper,CONF,,,,"Feng Wang, Brett Hansen, Ryan Simmons, and Ross Maciejewski",in scope,,,,no,,unique window,7,,,,1,8,,,,,,0,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2018,Urban Space Explorer: A Visual Analytics System for Urban Planning,https://doi.org/10.1109/MCG.2017.3621223,system paper,CONF,,,,"Alireza Karduni, Isaac Cho, Ginette Wessel, William Ribarsky, Eric Sauda, and Wenwen Dou",in scope,urban,,,no,,unique window,,2,,,,2,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 3,
,VIS,2018,EmbeddingVis: A Visual Analytics Approach to Comparative Network Embedding Inspection,https://doi.org/10.1109/VAST.2018.8802454,system paper,CONF,,,,"Quan Li, Kristanto Sean Njotoprawiro, Hammad Haleem, Qiaoan Chen, Chris Yi, and Xiaojuan Ma",in scope,,,,no,,unique window,5,1,,,,6,,4,1,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fug. 1,
,VIS,2018,KAVAGait: Knowledge-Assisted Visual Analytics for Clinical Gait Analysis,https://doi.org/10.1109/TVCG.2017.2785271,system paper,CONF,,,,"Markus Wagner, Djordje Slijepcevic, Brian Horsak, Alexander Rind, Matthias Zeppelzauer, and Wolfgang Aigner",in scope,healthcare,,,no,,unique window,2,,3,,,5,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 3,
,VIS,2018,ColorMapND: A Data-Driven Approach and Tool for Mapping Multivariate Data to Color,https://doi.org/10.1109/TVCG.2018.2808489,system paper,CONF,,,,"Shenghui Cheng, Wei Xu, Klaus Mueller",in scope,agnostic,visualization (color),,no,,unique window,2,5,,,,7,,2,1,,,3,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 4,
,VIS,2018,BitExTract: Interactive Visualization for Extracting Bitcoin Exchange Intelligence,https://doi.org/10.1109/TVCG.2018.2864814,system paper,CONF,,,,"Xuanwu Yue, Xinhuan Shu, Xinyu Zhu, Xinnan Du, Zheqing Yu, Dimitrios Papadopoulos, and Siyuan Liu",in scope,crypto,,,no,,unique window,4,1,1,,,6,,4,2,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2018,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,https://doi.org/10.1109/TVCG.2018.2865230,system paper,CONF,,,,"Shusen Liu, Zhimin Li, Tao Li, Vivek Srikumar, Valerio Pascucci and Peer-Timo Bremer",in scope,agnostic,nlp,,no,,unique window,2,,,,,2,,3,1,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2018,VIS Author Profiles: Interactive Descriptions of Publication Records Combining Text and Visualization,https://doi.org/10.1109/TVCG.2018.2865022,system paper,CONF,,,,Shahid Latif and Fabian Beck,in scope,agnostic,text/document analysis,,no,,unique window,,,,,1,1,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2018,An Interactive Method to Improve Crowdsourced Annotations,https://doi.org/10.1109/TVCG.2018.2864843,system paper,CONF,,,,"Shixia Liu, Changjian Chen, Yafeng Lu, Fangxin Ouyang, Bin Wang",in scope,Crowdsourcing,,,no,,unique window,,,,,,0,,4,1,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2018,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,https://doi.org/10.1109/TVCG.2018.2865043,system paper,CONF,,,,"Dennis Dingen, Marcel van ’t Veer, Patrick Houthuizen, Eveline H. J. Mestrom, Erik H.H.M. Korsten, Arthur R.A. Bouwman, and Jarke van Wijk",in scope,healthcare,,,no,,unique window,1,,,,1,2,,2,3,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 3,
,VIS,2018,Situ: Identifying and Explaining Suspicious Behavior in Networks,https://doi.org/10.1109/TVCG.2018.2865029,system paper,CONF,,,,"John R. Goodall, Eric D. Ragan, Chad A. Steed, Joel W. Reed, G. David Richardson, Kelly M.T. Huffer, Robert A. Bridges, and Jason A. Laska",in scope,cibersecurity and privacy,,,no,,unique window,2,,,,1,3,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 1, 5",
,VIS,2018,Analyzing the Noise Robustness of Deep Neural Networks,https://doi.org/10.1109/VAST.2018.8802509,system paper,CONF,,,,"Mengchen Liu, Shixia Liu, Hang Su, Kelei Cao, Jun Zhu",in scope,agnostic,deep learning,,no,,unique window,1,,,,,1,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2018,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration,https://doi.org/10.1109/TVCG.2018.2864886,system paper,CONF,,,,"Po-Ming Law, Zhicheng Liu, Sana Malik, and Rahul C. Basole",in scope,agnostic,,,no,,unique window,4,1,,,3,8,,2,1,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,1%,"Fig. 1, 7, 9",
,VIS,2018,iForest: Interpreting Random Forests via Visual Analytics,https://doi.org/10.1109/TVCG.2018.2864475,system paper ,CONF,,,,"Xun Zhao, Yanhong Wu, Dik Lun Lee, and Weiwei Cui",in scope,agnostic,xai,,no,,unique window,,,,,1,1,,3,2,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,"la sez. b è al limite, è una feature view ma sembra filtrabile"
,VIS,2018,StreamExplorer: A Multi-Stage System for Visually Exploring Events in Social Streams,https://doi.org/10.1109/TVCG.2017.2764459,system paper,CONF,,,,"Yingcai Wu, Zhutian Chen, Guodao Sun, Xiao Xie, Nan Cao, Shixia Liu, and Weiwei Cui",in scope,social media,,,no,,unique window,2,,,,,2,,2,2,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2018,Visual Progression Analysis of Event Sequence Data,https://doi.org/10.1109/TVCG.2018.2864885,system paper,CONF,,,,"Shunan Guo, Zhuochen Jin, David Gotz, Fan Du, Hongyuan Zha, and Nan Cao",in scope,agnostic,,,no,,unique window,1,1,,,,2,,3,,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 4,
,VIS,2018,RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records,https://doi.org/10.1109/TVCG.2018.2865027,system paper,CONF,,,,"Bum Chul Kwon, Min-Je Choi, Joanne Taery Kim, Edward Choi, Young Bin Kim, Soonwook Kwon, Jimeng Sun, and Jaegul Choo",in scope,healthcare,,,no,,unique window,,,,,,0,,3,1,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,"nella parte a dx c'è un ""remove filters"" relativo ai barchart"
